product_i,name_i,product_j,name_j,weighted_similarity
8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",8538,Electrical apparatus: parts for switchboards and control panels,0.4782
8414,"Pumps, Compressors, Fans, Hoods and Pumps and compressors",8466,Machine-tools: parts and accessories,0.4779
9030,"Instruments and apparatus, Oscilloscopes and oscillographs, Multimeters, and others",9403,"Furniture: metal, wooden, plastic, of bamboo or rattan, of cane and parts",0.4778
4418,"Wood: windows, doors and their frames and thresholds, shuttering for concrete constructional work, and others",9406,Buildings: prefabricated,0.4772
9032,Regulating or controlling instruments and apparatus: automatic type and automatic,9401,Seats and Seat,0.4769
8419,"Heaters, Sterilizers, Dryers, Distilling or rectifying plant, Heat exchange units, Machinery, Machinery, plant and equipment, and others",8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",0.4764
3919,"Plastics: plates, sheets, film, foil, tape, strip, other flat shapes thereof, self-adhesive",8418,"Refrigerators and freezers, Refrigerators, Freezers, Furniture incorporating refrigerating or freezing equipment, Heat pumps, and others",0.4759
3402,Organic surface-active agents and Washing and cleaning preparations,8422,Dish washing machines and Machinery,0.4758
8906,Vessels: warships and other,9402,Chairs and Furniture,0.4757
8428,"Lifts and skip hoists, Elevators and conveyors, Escalators and moving walkways, and others",8537,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517)",0.4751
8436,"Machinery, Poultry incubators and brooders and Poultry-keeping machinery",9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.4749
8415,Air conditioning machines,8542,Electronic integrated circuits and Parts of electronic integrated circuits,0.4746
8414,"Pumps, Compressors, Fans, Hoods and Pumps and compressors",9402,Chairs and Furniture,0.4746
8409,"Engines: parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines), parts, and others",8609,Containers: (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport,0.4744
8418,"Refrigerators and freezers, Refrigerators, Freezers, Furniture incorporating refrigerating or freezing equipment, Heat pumps, and others",9021,"Orthopaedic or fracture appliances, Dental fittings, Artificial parts of the body, Hearing aids (excluding parts and accessories), Pacemakers, and others",0.4741
8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.474
3402,Organic surface-active agents and Washing and cleaning preparations,8419,"Heaters, Sterilizers, Dryers, Distilling or rectifying plant, Heat exchange units, Machinery, Machinery, plant and equipment, and others",0.4737
8419,"Heaters, Sterilizers, Dryers, Distilling or rectifying plant, Heat exchange units, Machinery, Machinery, plant and equipment, and others",8432,"Ploughs, Harrows, Seeders, planters and transplanters, Spreaders and distributors, Rollers and Machinery",0.4729
8474,"Machines: mineral sorting, crushing and mixing",8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",0.4728
7019,"Glass fibres: (including glass wool), non-woven products, webs, woven fabrics of rovings, and others",9027,"Instruments and apparatus, Chromatographs and electrophoresis instruments, Spectrometers, spectrophotometers and spectrographs, and others",0.4727
4421,Wood: clothes hangers and articles of wood  to 4420 (excluding clothes hangers),9402,Chairs and Furniture,0.4726
8409,"Engines: parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines), parts, and others",9027,"Instruments and apparatus, Chromatographs and electrophoresis instruments, Spectrometers, spectrophotometers and spectrographs, and others",0.4723
8415,Air conditioning machines,9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.4723
8432,"Ploughs, Harrows, Seeders, planters and transplanters, Spreaders and distributors, Rollers and Machinery",8434,"Milking machines, Dairy machinery and Milking machines and dairy machinery",0.4715
8518,"Microphones and stands therefor, Loudspeakers, and others",8537,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517)",0.4714
3402,Organic surface-active agents and Washing and cleaning preparations,8517,Telephones and other communication apparatus,0.4714
8538,Electrical apparatus: parts for switchboards and control panels,9027,"Instruments and apparatus, Chromatographs and electrophoresis instruments, Spectrometers, spectrophotometers and spectrographs, and others",0.4713
8414,"Pumps, Compressors, Fans, Hoods and Pumps and compressors",9032,Regulating or controlling instruments and apparatus: automatic type and automatic,0.4712
8302,"Hinges, Castors, Mountings, fittings and similar articles, Hat-racks, hat-pegs, brackets and similar fixtures, of base metal and Automatic door closures",8609,Containers: (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport,0.4709
8462,"Machine-tools: forging or die-stamping machines (including presses) and hammers, bending, and others",8537,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517)",0.4704
8428,"Lifts and skip hoists, Elevators and conveyors, Escalators and moving walkways, and others",9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.4704
8544,"Insulated electric conductors: winding wire, co-axial cable and other co-axial electric conductors, and others",8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",0.4699
8529,Aerials and parts for transmission or reception apparatus,8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",0.4694
9027,"Instruments and apparatus, Chromatographs and electrophoresis instruments, Spectrometers, spectrophotometers and spectrographs, and others",9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.4691
8413,"Pumps, Pumps and liquid elevators and Liquid elevators",9026,"Instruments and apparatus for measuring or checking liquid or gas flow, level or pressure",0.469
7308,"Iron or steel: structures and parts (bridges, towers, doors, scaffolding)",8418,"Refrigerators and freezers, Refrigerators, Freezers, Furniture incorporating refrigerating or freezing equipment, Heat pumps, and others",0.4689
8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.4686
8477,"Machinery: injection-moulding machines, extruders, blow moulding machines, and others",8518,"Microphones and stands therefor, Loudspeakers, and others",0.4682
1905,"Food preparations: crispbread, gingerbread and the like, sweet biscuits, waffles and wafers, rusks and bakers' wares",4415,Wood: cases and pallets,0.4677
8413,"Pumps, Pumps and liquid elevators and Liquid elevators",9021,"Orthopaedic or fracture appliances, Dental fittings, Artificial parts of the body, Hearing aids (excluding parts and accessories), Pacemakers, and others",0.4673
8424,"Fire extinguishers, Spray guns and similar appliances and Mechanical appliances",9030,"Instruments and apparatus, Oscilloscopes and oscillographs, Multimeters, and others",0.467
7321,Cooking appliances and plate warmers and Domestic appliances: of iron or steel,8537,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517)",0.4668
3402,Organic surface-active agents and Washing and cleaning preparations,8421,Centrifuges and Machinery,0.4667
8479,"Machinery and mechanical appliances, Machinery, Machines and Machines and mechanical appliances",8543,"Electrical machines and apparatus: particle accelerators, signal generators, for electroplating, having individual functions, and others",0.4665
8431,"Machinery, Lifts, skip hoists or escalators, Machinery parts and Boring or sinking machinery",8542,Electronic integrated circuits and Parts of electronic integrated circuits,0.4665
8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",9402,Chairs and Furniture,0.4664
3401,"Soap and organic surface-active products, Soap, and others",8424,"Fire extinguishers, Spray guns and similar appliances and Mechanical appliances",0.4658
8431,"Machinery, Lifts, skip hoists or escalators, Machinery parts and Boring or sinking machinery",9026,"Instruments and apparatus for measuring or checking liquid or gas flow, level or pressure",0.4655
8428,"Lifts and skip hoists, Elevators and conveyors, Escalators and moving walkways, and others",9506,"Skis, Ski-fastenings (ski-bindings), Snow-ski equipment, Sailboards, Water sport equipment, Golf clubs, Golf balls, Golf equipment, and others",0.4654
8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",8537,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517)",0.4653
2106,Protein and Food preparations,3917,"Plastics: artificial guts (sausage casings) of hardened protein or of cellulosic materials, tubes and tube",0.4653
